1	1	یافت	یاب	-	-	-	-	?	@	!	-
1	0	هراسید	هراس	-	-	-	-	?	@	!	-
1	0	وزید	وز	-	-	-	-	?	@	!	-
1	1	وزاند	وزان	-	-	-	-	?	@	!	-
1	0	ورزید	ورز	-	-	-	-	?	@	!	-
1	1	نهفت	-	-	-	-	*	?	@	!	*
1	1	نهاد	نه	-	-	-	-	?	@	!	-
1	1	نوشید	نوش	-	-	-	-	?	@	!	-
1	1	نوشت	نویس	-	-	-	-	?	@	!	-
1	1	نوشاند	نوشان	-	-	-	-	?	@	!	-
1	1	نوردید	نورد	-	-	-	-	?	@	!	-
1	1	نواخت	نواز	-	-	-	-	?	@	!	-
1	1	نمود	نما	-	-	-	-	A	@	!	-
1	1	نمایاند	نمایان	-	-	-	-	A	@	!	-
1	1	شمرد	شمار	-	-	-	-	?	@	!	-
1	1	-	سپار	-	-	-	-	?	@	!	-
1	1	قبولاند	قبولان	-	-	-	-	?	@	!	-
1	1	نگریست	نگر	-	-	-	-	?	@	!	-
1	1	نگاشت	نگار	-	-	-	-	?	@	!	-
1	1	نکوهید	نکوه	-	-	-	*	?	@	!	-
1	0	نشست	نشین	-	-	-	-	?	@	!	-
1	1	نشاند	نشان	-	-	-	-	?	@	!	-
1	1	نامید	نام	-	-	-	-	?	@	!	-
1	0	نالید	نال	-	-	-	-	?	@	!	-
1	0	نازید	ناز	-	-	-	-	?	@	!	-
1	0	مویید	موی	-	-	-	-	?	@	!	-
1	1	مکید	مک	-	-	-	-	?	@	!	-
1	0	مرد	میر	-	-	-	-	?	@	!	-
1	0	ماند	مان	-	-	-	-	?	@	!	-
1	0	مانست	-	-	-	-	-	?	@	!	-
1	0	-	پرهیز	-	-	-	-	?	@	!	-
1	1	مالید	مال	-	-	-	-	?	@	!	-
1	1	لیسید	لیس	-	-	-	-	?	@	!	-
1	0	لولید	لول	-	-	-	-	?	@	!	-
1	0	لنگید	لنگ	-	-	-	-	?	@	!	-
1	0	لغزید	لغز	-	-	-	-	?	@	!	-
1	1	لغزاند	لغزان	-	-	-	-	?	@	!	-
1	0	لرزید	لرز	-	-	-	-	?	@	!	-
1	1	لرزاند	لرزان	-	-	-	-	?	@	!	-
1	1	گنجانید	-	-	-	-	-	?	@	!	-
1	1	گنجاند	گنجان	-	-	-	-	?	@	!	-
1	0	گنجید	گنج	-	-	-	-	?	@	!	-
1	1	گماشت	گمار	-	-	-	-	?	@	!	-
1	1	گمارد	-	-	-	-	-	?	@	!	-
1	1	گفت	گو	-	-	-	-	U	@	!	-
1	1	گفت	گوی	-	-	-	-	?	@	!	-
1	1	گشود	گشا	-	-	-	-	A	@	!	-
1	0	گشت	گرد	-	-	-	-	?	@	!	-
1	0	گسیخت	-	-	-	-	-	?	@	!	-
1	0	گسست	گسل	-	-	-	-	?	@	!	-
1	1	گسترد	گستر	-	-	-	-	?	@	!	-
1	1	گستراند	گستران	-	-	-	-	?	@	!	-
1	1	گزید	گزین	-	-	-	-	?	@	!	-
1	0	گریست	گری	-	-	-	-	?	@	!	-
1	0	گریخت	گریز	-	-	-	-	?	@	!	-
1	1	گریاند	گریان	-	-	-	-	?	@	!	-
1	0	گروید	گرو	-	-	-	-	?	@	!	-
1	1	گرفت	گیر	-	-	-	-	?	@	!	-
1	0	گردید	-	-	-	-	-	?	@	!	-
1	1	گردانید	-	-	-	-	-	?	@	!	-
1	1	گرداند	گردان	-	-	-	-	?	@	!	-
1	0	گرایید	گرا	-	-	-	-	A	@	!	-
1	0	گذشت	گذر	-	-	-	-	?	@	!	-
1	1	گذراند	گذران	-	-	-	-	?	@	!	-
1	1	گذاشت	گذار	-	-	-	-	?	@	!	-
